
SetupTitle, ID-VG 5
PrimitiveTest, I/V Sweep
MetaData, TestRecord.IterationIndex, 3
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, cb219740-b1ea-4a0b-ab6f-677121ed84d2
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, 1E-14
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01, 1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VG, ID, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG 5
Dimension1, 152, 152, 152
Dimension2, 1, 1, 1
DataName, VG, IG, ID
DataValue, -5, -9.1549E-11, 1.1344E-11
DataValue, -4.8, -7.324000000000001E-11, 1.0156000000000002E-11
DataValue, -4.6000000000000005, -6.3068E-11, 9.259E-12
DataValue, -4.4, -5.4890000000000004E-11, 8.436E-12
DataValue, -4.2, -4.8755000000000004E-11, 8.5870000000000013E-12
DataValue, -4, -4.3026000000000003E-11, 7.2830000000000012E-12
DataValue, -3.8000000000000003, -3.8091E-11, 6.5670000000000006E-12
DataValue, -3.6, -3.3911000000000004E-11, 6.071E-12
DataValue, -3.4, -3.0338000000000004E-11, 5.6940000000000006E-12
DataValue, -3.2, -2.7137000000000003E-11, 5.2630000000000005E-12
DataValue, -3, -2.4165E-11, 4.9440000000000007E-12
DataValue, -2.8000000000000003, -2.1208000000000003E-11, 4.598E-12
DataValue, -2.6, -1.8275000000000003E-11, 4.33E-12
DataValue, -2.4, -1.5364E-11, 4.296E-12
DataValue, -2.2, -1.2373000000000002E-11, 6.376E-12
DataValue, -2, -9.5230000000000013E-12, 2.4155000000000003E-11
DataValue, -1.8, -7.231E-12, 1.361E-10
DataValue, -1.6, -5.301E-12, 7.1980500000000008E-10
DataValue, -1.4000000000000001, -7.526E-12, 3.04279E-09
DataValue, -1.2, -5.4550000000000005E-12, 1.2100499999999998E-08
DataValue, -1, -2.181E-12, 3.90547E-08
DataValue, -0.8, -1.3280000000000002E-12, 1.0301449999999999E-07
DataValue, -0.6, -4.117E-12, 2.2862E-07
DataValue, -0.4, -6.28E-13, 4.55902E-07
DataValue, -0.2, -1.24E-13, 8.1344699999999994E-07
DataValue, 0, -2.3910000000000002E-12, 1.3312600000000002E-06
DataValue, 0.2, 3.62E-13, 2.02818E-06
DataValue, 0.4, 8.1400000000000007E-13, 2.9272900000000005E-06
DataValue, 0.6, 1.209E-12, 4.04552E-06
DataValue, 0.8, 1.6410000000000002E-12, 5.397520000000001E-06
DataValue, 1, 2.1030000000000002E-12, 6.9966700000000007E-06
DataValue, 1.2, 2.6890000000000004E-12, 8.85705E-06
DataValue, 1.4000000000000001, 3.3100000000000002E-12, 1.098233E-05
DataValue, 1.6, 2.0750000000000003E-12, 1.34379E-05
DataValue, 1.8, 4.7610000000000004E-12, 1.6124800000000002E-05
DataValue, 2, 5.8600000000000005E-12, 1.9100900000000002E-05
DataValue, 2.2, 7.2060000000000006E-12, 2.23677E-05
DataValue, 2.4, 8.653E-12, 2.59348E-05
DataValue, 2.6, 1.0409E-11, 2.98125E-05
DataValue, 2.8000000000000003, 1.2258E-11, 3.39944E-05
DataValue, 3, 1.4208000000000001E-11, 3.84784E-05
DataValue, 3.2, 1.6472E-11, 4.32704E-05
DataValue, 3.4, 1.8714E-11, 4.83634E-05
DataValue, 3.6, 2.0999000000000003E-11, 5.3752700000000005E-05
DataValue, 3.8000000000000003, 2.3265000000000003E-11, 5.9434E-05
DataValue, 4, 2.5453000000000003E-11, 6.53917E-05
DataValue, 4.2, 2.7642000000000002E-11, 7.1619200000000007E-05
DataValue, 4.4, 2.9867E-11, 7.81396E-05
DataValue, 4.6000000000000005, 3.2051000000000004E-11, 8.4886700000000008E-05
DataValue, 4.8, 3.4449000000000006E-11, 9.18859E-05
DataValue, 5, 3.6951E-11, 9.91156E-05
DataValue, 5.2, 3.9821E-11, 0.0001065678
DataValue, 5.4, 4.3124000000000004E-11, 0.00011431200000000001
DataValue, 5.6000000000000005, 4.6705E-11, 0.000122174
DataValue, 5.8, 5.1253000000000004E-11, 0.000130273
DataValue, 6, 5.6479000000000006E-11, 0.00013857300000000002
DataValue, 6.2, 6.2507E-11, 0.00014703100000000002
DataValue, 6.4, 6.9407000000000009E-11, 0.000155815
DataValue, 6.6000000000000005, 7.7031E-11, 0.000164784
DataValue, 6.8, 8.6056E-11, 0.000173937
DataValue, 7, 9.6787000000000009E-11, 0.000183236
DataValue, 7.2, 1.0914000000000001E-10, 0.00019272400000000002
DataValue, 7.4, 1.2322000000000002E-10, 0.000202415
DataValue, 7.6000000000000005, 1.39349E-10, 0.0002123
DataValue, 7.8, 1.58119E-10, 0.0002224
DataValue, 8, 1.7937200000000001E-10, 0.000232706
DataValue, 8.2, 2.04186E-10, 0.00024316000000000002
DataValue, 8.4, 2.32314E-10, 0.000253805
DataValue, 8.6, 2.64342E-10, 0.000264619
DataValue, 8.8, 3.0240800000000003E-10, 0.000275684
DataValue, 9, 3.4453400000000003E-10, 0.000286867
DataValue, 9.2000000000000011, 3.9469900000000003E-10, 0.000298194
DataValue, 9.4, 4.4994100000000006E-10, 0.000309681
DataValue, 9.6, 5.13899E-10, 0.000321359
DataValue, 9.8, 5.87972E-10, 0.00033308800000000005
DataValue, 10, 6.69489E-10, 0.000344982
DataValue, 10, 6.6202300000000008E-10, 0.000346479
DataValue, 9.8, 5.71376E-10, 0.000338391
DataValue, 9.6, 4.9189500000000009E-10, 0.000329852
DataValue, 9.4, 4.2312800000000005E-10, 0.000320997
DataValue, 9.2000000000000011, 3.6074000000000004E-10, 0.00031201000000000004
DataValue, 9, 3.10272E-10, 0.00030297900000000004
DataValue, 8.8, 2.65337E-10, 0.000293874
DataValue, 8.6, 2.2704600000000002E-10, 0.00028476200000000004
DataValue, 8.4, 1.9390600000000002E-10, 0.00027569700000000004
DataValue, 8.2, 1.6549100000000002E-10, 0.000266623
DataValue, 8, 1.4099200000000001E-10, 0.000257606
DataValue, 7.8, 1.1955000000000002E-10, 0.000248592
DataValue, 7.6000000000000005, 1.0148000000000001E-10, 0.000239668
DataValue, 7.4, 8.5600000000000007E-11, 0.00023074100000000002
DataValue, 7.2, 7.2410000000000012E-11, 0.000221909
DataValue, 7, 6.0879E-11, 0.00021311500000000002
DataValue, 6.8, 5.0936000000000005E-11, 0.000204438
DataValue, 6.6000000000000005, 4.2228E-11, 0.000195853
DataValue, 6.4, 3.5093000000000005E-11, 0.000187314
DataValue, 6.2, 2.8895E-11, 0.00017889500000000001
DataValue, 6, 2.3653E-11, 0.000170531
DataValue, 5.8, 1.9248E-11, 0.000162267
DataValue, 5.6000000000000005, 1.5456000000000002E-11, 0.000154076
DataValue, 5.4, 1.2283000000000002E-11, 0.00014597700000000002
DataValue, 5.2, 9.585E-12, 0.000137973
DataValue, 5, 7.317E-12, 0.000130049
DataValue, 4.8, 5.3630000000000005E-12, 0.000122241
DataValue, 4.6000000000000005, 3.6720000000000005E-12, 0.000114544
DataValue, 4.4, 2.2030000000000002E-12, 0.00010696900000000001
DataValue, 4.2, 8.5100000000000011E-13, 9.94484E-05
DataValue, 4, -1.5000000000000002E-13, 9.2185700000000007E-05
DataValue, 3.8000000000000003, -1.182E-12, 8.5095E-05
DataValue, 3.6, -2.0250000000000004E-12, 7.81977E-05
DataValue, 3.4, -2.79E-12, 7.15318E-05
DataValue, 3.2, -3.5110000000000003E-12, 6.51051E-05
DataValue, 3, -4.168E-12, 5.8959900000000004E-05
DataValue, 2.8000000000000003, -4.8080000000000005E-12, 5.3109900000000005E-05
DataValue, 2.6, -5.3290000000000004E-12, 4.7565700000000004E-05
DataValue, 2.4, -5.811E-12, 4.23296E-05
DataValue, 2.2, -6.2400000000000009E-12, 3.74177E-05
DataValue, 2, -6.7E-12, 3.28254E-05
DataValue, 1.8, -7.115E-12, 2.85672E-05
DataValue, 1.6, -7.608E-12, 2.46061E-05
DataValue, 1.4000000000000001, -8.06E-12, 2.0977E-05
DataValue, 1.2, -8.633E-12, 1.76751E-05
DataValue, 1, -9.276E-12, 1.46803E-05
DataValue, 0.8, -1.0016000000000001E-11, 1.19947E-05
DataValue, 0.6, -1.1155000000000001E-11, 9.59694E-06
DataValue, 0.4, -1.2533000000000001E-11, 7.5145000000000006E-06
DataValue, 0.2, -1.4909E-11, 5.7183600000000008E-06
DataValue, 0, -1.8069E-11, 4.2023300000000008E-06
DataValue, -0.2, -2.2693E-11, 2.9538000000000004E-06
DataValue, -0.4, -2.9177E-11, 1.96099E-06
DataValue, -0.6, -3.8846000000000005E-11, 1.2119600000000002E-06
DataValue, -0.8, -5.2018000000000007E-11, 6.77128E-07
DataValue, -1, -6.8028E-11, 3.36445E-07
DataValue, -1.2, -8.6911000000000009E-11, 1.41105E-07
DataValue, -1.4000000000000001, -1.0712100000000001E-10, 4.7955999999999996E-08
DataValue, -1.6, -1.26886E-10, 1.2757799999999998E-08
DataValue, -1.8, -1.45864E-10, 2.51322E-09
DataValue, -2, -1.5817500000000003E-10, 3.84922E-10
DataValue, -2.2, -1.625E-10, 5.8425000000000008E-11
DataValue, -2.4, -1.6857300000000002E-10, 1.8769E-11
DataValue, -2.6, -1.70196E-10, 1.4168000000000002E-11
DataValue, -2.8000000000000003, -1.68888E-10, 1.3013E-11
DataValue, -3, -1.65251E-10, 1.2787E-11
DataValue, -3.2, -1.6026200000000002E-10, 1.1794000000000001E-11
DataValue, -3.4, -1.55078E-10, 1.1482000000000001E-11
DataValue, -3.6, -1.49524E-10, 1.1368000000000001E-11
DataValue, -3.8000000000000003, -1.4499700000000002E-10, 1.1197000000000001E-11
DataValue, -4, -1.40865E-10, 1.1215E-11
DataValue, -4.2, -1.3711200000000002E-10, 1.1683E-11
DataValue, -4.4, -1.35214E-10, 1.4543E-11
DataValue, -4.6000000000000005, -1.3196200000000002E-10, 1.2377E-11
DataValue, -4.8, -1.29237E-10, 1.2229E-11
DataValue, -5, -1.27004E-10, 1.2629E-11
